;weiszfeld obj;weiszfeld n iter;weiszfeld time;weiszfeld iter time;n;m;bfgs obj;bfgs n iter;bfgs time;bfgs iter time;newton obj;newton n iter;newton time;newton iter time
0;0;7.0;0.004317069053649902;0.004186375141143799;6;2000;0;12.9;0.014409492015838623;0.01427262306213379;0;2.83;0.017480316162109374;0.017371227741241457
1;0;7.21;0.002487330436706543;0.0023984169960021974;6;1000;0;12.37;0.008124246597290039;0.008043570518493652;0;2.95;0.009352002143859863;0.009280784130096436
2;0;6.63;0.01170267105102539;0.01138000249862671;6;10000;0;13.0;0.0695561122894287;0.0692480444908142;0;2.05;0.0464483118057251;0.04617565631866455
3;0;7.62;0.0010632944107055663;0.0010153436660766601;6;500;0;8.95;0.0031428122520446777;0.0030979466438293456;0;3.0;0.0034124445915222168;0.0033722639083862303
4;0;6.92;0.0069498419761657715;0.006752669811248779;6;5000;0;12.96;0.02875638961791992;0.028566756248474122;0;2.27;0.02039727210998535;0.020235867500305177
5;0;8.06;0.0009369349479675293;0.0008903789520263672;6;200;0;7.91;0.002795608043670654;0.0027535367012023926;0;3.0;0.002391834259033203;0.0023553109169006346
6;0;8.55;0.0007156562805175781;0.0006691336631774903;6;100;0;6.76;0.0020462536811828615;0.0020108485221862794;0;3.0;0.0014967107772827148;0.0014656710624694825
7;0;10.58;0.003989224433898926;0.0039052653312683107;3;2000;0;7.16;0.006354665756225586;0.006265180110931396;0;2.96;0.007145240306854248;0.00706296443939209
8;0;10.94;0.002285618782043457;0.0022268295288085938;3;1000;0;7.33;0.003933207988739014;0.003874466419219971;0;3.0;0.004173400402069091;0.004118950366973877
9;0;9.76;0.014796359539031982;0.014502716064453126;3;10000;0;8.66;0.03622296810150147;0.03592748165130615;0;2.68;0.0277730917930603;0.027505011558532716
10;0;11.45;0.0013259077072143555;0.0012819647789001464;3;500;0;6.53;0.0020228195190429687;0.001981446743011475;0;3.0;0.0023636317253112795;0.002327277660369873
11;0;10.24;0.00826314926147461;0.008102753162384034;3;5000;0;9.05;0.018016061782836913;0.017838749885559082;0;2.92;0.015408883094787598;0.015263464450836182
12;0;12.43;0.0009158635139465332;0.0008685922622680664;3;200;0;6.2;0.001519773006439209;0.0014886689186096192;0;3.05;0.0013523173332214355;0.0013230514526367187
13;0;13.0;0.0006843948364257812;0.0006443905830383301;3;100;0;7.36;0.0015234756469726563;0.0014945554733276367;0;3.29;0.0010412859916687012;0.001016547679901123
14;0;5.98;0.004156229496002198;0.003979520797729492;10;2000;0;13.23;0.016711947917938234;0.016574718952178956;0;2.44;0.015587687492370605;0.015473127365112305
15;0;5.99;0.002373003959655762;0.002253921031951904;10;1000;0;11.26;0.008771915435791016;0.008684215545654296;0;2.92;0.009680843353271485;0.009606351852416992
16;0;5.23;0.01023935317993164;0.009855325222015382;10;10000;0;18.6;0.11139424800872803;0.11096522331237793;0;2.0;0.07694357633590698;0.07664825677871705
17;0;6.05;0.001311044692993164;0.0012325167655944825;10;500;0;8.01;0.0038317251205444336;0.0037713384628295897;0;2.98;0.005469610691070556;0.005419087409973144
18;0;5.77;0.009075658321380615;0.008764374256134033;10;5000;0;16.3;0.050384173393249514;0.0501346755027771;0;2.01;0.04620588541030884;0.04597002029418945
19;0;6.59;0.0008102869987487793;0.0007569146156311035;10;200;0;6.71;0.0027423930168151856;0.0026978373527526854;0;3.0;0.0029951763153076173;0.002957148551940918
20;0;7.03;0.0006212401390075684;0.0005772018432617188;10;100;0;4.99;0.0015244603157043457;0.0014850997924804688;0;3.0;0.001972336769104004;0.001938624382019043
21;0;6.03;0.004113557338714599;0.003957445621490478;8;2000;0;13.99;0.016700708866119386;0.01656564712524414;0;2.74;0.015562915802001953;0.015445380210876465
